,experiment,y_true,y_pred,difference
7020,HCT-116+747973+122758,33.0,35.14301,2.1430099999999968
3551,SF-295+77213+713563,37.0,34.843063,2.156936999999999
1673,BT-549+24559+701852,10.0,7.832637299999999,2.167362700000001
18523,NCI-H226+25154+715055,74.0,76.16846,2.168459999999996
19528,NCI-H322M+24559+747974,58.0,60.170345,2.1703449999999975
13007,MALME-3M+754143+763371,5.0,7.1710753,2.1710753
9339,CCRF-CEM+266046+67574,29.0,31.171549,2.171548999999999
15640,UACC-62+606869+122819,4.0,1.8272218,2.1727781999999998
27217,CAKI-1+49842+745750,2.0,4.1775199999999995,2.1775199999999995
8803,SW-620+256942+763371,4.0,6.177768700000001,2.1777687000000006
0,MCF7+102816+122819,33.0,35.180576,2.180576000000002
10081,HL-60(TB)+747973+750690,30.0,32.180820000000004,2.180820000000004
3561,SF-295+82151+737754,22.0,24.18432,2.1843199999999996
5148,U251+1390+713563,5.0,2.8057427,2.1942573
19268,NCI-H23+719345+715055,6.0,3.8054247,2.1945753
11681,SR+226080+686673,15.0,12.796345,2.2036549999999995
28340,SN12C+747973+754143,17.0,19.213070000000002,2.213070000000002
15424,UACC-62+125973+13875,17.0,19.214717999999998,2.2147179999999977
1339,HS 578T+681239+14229,5.0,7.217380499999999,2.217380499999999
7308,HCT-15+296961+608210,14.0,11.78086,2.2191399999999994
7755,HT29+25154+715055,39.0,36.77637,2.22363
6226,HCC-2998+24559+719627,1.0,3.2239256000000003,2.2239256000000003
7460,HCT-15+71423+82151,54.0,51.764571999999994,2.235428000000006
16890,EKVX+122819+141540,25.0,22.757622,2.2423779999999987
1199,HS 578T+26271+279836,20.0,22.244072,2.244071999999999
10153,HL-60(TB)+92859+409962,56.0,58.24544,2.245440000000002
16696,A549/ATCC+718781+19893,10.0,12.247297,2.2472969999999997
19098,NCI-H23+3088+122819,18.0,20.249477,2.249476999999999
28629,TK-10+369100+713563,19.0,16.733192000000003,2.2668079999999975
17454,HOP-62+241240+122819,8.0,10.279712,2.279712
3036,SF-268+754143+19893,2.0,4.281434,2.281434
10702,MOLT-4+14229+3088,26.0,28.293182,2.2931820000000016
21102,IGROV1+296961+27640,27.0,29.308905,2.3089049999999993
12640,MALME-3M+14229+686673,22.0,24.315008,2.315007999999999
26172,A498+38721+763371,15.0,17.318673999999998,2.318673999999998
23658,SK-OV-3+606869+761432,38.0,35.666909999999994,2.3330900000000057
18925,NCI-H23+119875+125066,16.0,13.659892999999999,2.3401070000000015
625,MDA-MB-231+19893+737754,15.0,12.657731,2.342269
9089,SW-620+747973+719345,1.0,-1.3472794,2.3472793999999997
21301,IGROV1+721517+6396,10.0,12.349053,2.3490529999999996
25722,786-0+63878+756645,18.0,15.650866500000001,2.349133499999999
28455,TK-10+125066+713563,8.0,10.35271,2.35271
7969,HT29+718781+82151,54.0,51.6469,2.3530999999999977
28716,TK-10+681239+19893,10.0,7.631286599999999,2.3687134000000007
4487,SNB-19+747973+279836,12.0,9.628741,2.3712590000000002
5063,SNB-75+92859+755,31.0,33.374767,2.3747669999999985
12537,LOX IMVI+92859+109724,62.0,59.62365,2.376350000000002
830,MDA-MB-231+67574+698037,4.0,1.6210808,2.3789192
800,MDA-MB-231+609699+754143,32.0,34.384064,2.384064000000002
12826,MALME-3M+63878+755986,3.0,0.6138464,2.3861536
24935,PC-3+85998+34462,12.0,14.3867445,2.3867445000000007
15426,UACC-62+125973+279836,18.0,15.606595,2.3934049999999996
1294,HS 578T+606869+749226,21.0,23.393963,2.3939629999999994
19779,NCI-H322M+719627+19893,19.0,16.59546,2.404540000000001
26093,A498+256439+246131,16.0,13.589969,2.410031
15551,UACC-62+266046+141540,8.0,10.412256,2.4122559999999993
24686,PC-3+45388+737754,2.0,-0.42204618,2.42204618
3375,SF-295+66847+750,12.0,14.430456,2.4304559999999995
12207,LOX IMVI+25154+763371,5.0,7.437673599999999,2.437673599999999
12502,LOX IMVI+754230+606869,32.0,29.558382,2.4416179999999983
24671,PC-3+38721+713563,4.0,6.447855000000001,2.4478550000000006
9269,CCRF-CEM+19893+757441,21.0,18.550056,2.4499439999999986
7531,HCT-15+745750+747972,4.0,6.451834,2.451834
12473,LOX IMVI+750+713563,1.0,-1.4584881,2.4584881000000003
24457,PC-3+123127+24559,5.0,2.5399990000000003,2.4600009999999997
7562,HCT-15+752+608210,2.0,-0.46255618,2.46255618
3041,SF-268+754143+82151,10.0,7.519341000000001,2.4806589999999993
21222,IGROV1+67574+34462,44.0,41.517720000000004,2.482279999999996
24749,PC-3+67574+608210,52.0,54.49839,2.4983900000000006
1494,HS 578T+755+743414,19.0,16.496095999999998,2.503904000000002
7669,HT29+125066+750690,9.0,6.490941,2.5090589999999997
5693,COLO 205+24559+102816,24.0,21.477648000000002,2.522351999999998
20962,IGROV1+125066+8806,3.0,5.5258265,2.5258265
14551,SK-MEL-5+27640+713563,40.0,37.470036,2.5299639999999997
25064,DU-145+218321+747972,12.0,14.545067999999999,2.5450679999999988
5920,COLO 205+718781+26271,1.0,3.5465553,2.5465553
16778,A549/ATCC+750690+715055,4.0,6.5507784000000004,2.5507784000000004
15160,UACC-257+628503+753082,17.0,14.441422,2.5585780000000007
15027,UACC-257+256942+45923,131.0,133.56485,2.564850000000007
19949,NCI-H460+125066+761432,6.0,3.4336085,2.5663915
29752,RXF 393+737754+747974,39.0,41.571064,2.571064
6284,HCC-2998+26980+754143,20.0,22.578718,2.5787179999999985
7659,HT29+122758+713563,50.0,47.417255,2.5827450000000027
6620,HCT-116+102816+673596,4.0,1.4110798,2.5889202
19228,NCI-H23+701852+754143,20.0,17.399607,2.6003930000000004
9687,HL-60(TB)+119875+127716,91.0,88.39945,2.6005499999999984
23744,SK-OV-3+718781+24559,13.0,10.39597,2.60403
7742,HT29+241240+760766,5.0,2.3943092999999998,2.6056907000000002
445,MCF7+754143+141540,43.0,40.392708,2.607292000000001
27712,RXF 393+628503+755986,100.0,97.39205,2.6079500000000024
11215,RPMI-8226+226080+6396,13.0,15.622275,2.622275
2513,T-47D+749226+753082,24.0,26.626421,2.6264210000000006
25380,DU-145+747971+698037,9.0,6.3651857000000005,2.6348142999999995
17722,HOP-62+719345+737754,8.0,5.365179,2.6348209999999996
12462,LOX IMVI+747973+122758,15.0,12.365139,2.634861000000001
13863,SK-MEL-2+77213+715055,22.0,24.63814,2.63814
19391,NCI-H23+9706+125973,32.0,34.640766,2.6407659999999993
15557,UACC-62+26980+118218,21.0,18.34957,2.65043
5113,U251+125066+3053,6.0,8.655169500000001,2.6551695000000013
4970,SNB-75+745750+79037,12.0,9.339934,2.6600660000000005
17442,HOP-62+19893+749226,7.0,9.661014999999999,2.661014999999999
15646,UACC-62+608210+757441,7.0,9.667914999999999,2.667914999999999
5975,COLO 205+743414+169780,5.0,2.3312902,2.6687098
7764,HT29+256439+673596,53.0,55.674774,2.6747739999999993
23394,OVCAR-8+92859+24559,15.0,17.680971,2.6809709999999995
7277,HCT-15+266046+38721,4.0,6.693281,2.693281
3640,SF-539+138783+715055,1.0,3.6935248,2.6935248
2549,T-47D+754143+8806,3.0,5.697465,2.6974650000000002
15439,UACC-62+13875+747972,12.0,14.705331,2.7053309999999993
15054,UACC-257+266046+754143,28.0,25.287405,2.7125950000000003
17533,HOP-62+279836+749226,11.0,13.714054999999998,2.7140549999999983
2234,T-47D+266046+721517,6.0,3.2847595000000003,2.7152404999999997
10893,MOLT-4+673596+763371,7.0,9.747085,2.747085
28263,SN12C+718781+3088,39.0,41.750954,2.750954
16371,A549/ATCC+102816+608210,10.0,12.753625,2.7536249999999995
11415,RPMI-8226+702294+82151,97.0,99.75692,2.756919999999994
2578,T-47D+82151+747972,11.0,8.241549000000001,2.758450999999999
1094,HS 578T+138783+737754,22.0,19.23358,2.76642
17688,HOP-62+712807+713563,56.0,58.767230000000005,2.767230000000005
20265,NCI-H460+733504+19893,19.0,16.221199,2.7788010000000014
6626,HCT-116+109724+125066,31.0,28.216053000000002,2.7839469999999977
12626,MALME-3M+138783+246131,9.0,6.1895723,2.8104277
25405,DU-145+754143+752,14.0,11.171332000000001,2.8286679999999986
22255,OVCAR-4+719276+713563,35.0,37.82951,2.829509999999999
18784,NCI-H226+719345+608210,34.0,31.169970000000003,2.830029999999997
1930,BT-549+740+747972,13.0,15.830944,2.8309440000000006
21298,IGROV1+721517+105014,10.0,12.845966,2.8459660000000007
27452,RXF 393+109724+279836,47.0,49.84619,2.84619
17382,HOP-62+125973+82151,10.0,7.145842599999999,2.854157400000001
1896,BT-549+719276+753082,18.0,20.856022,2.8560219999999994
16475,A549/ATCC+241240+749226,2.0,4.870595,2.870595
19536,NCI-H322M+246131+732517,58.0,60.872783999999996,2.872783999999996
29830,LOX IMVI+747974+761432,42.5,45.37291,2.8729099999999974
17882,HOP-92+119875+25154,4.0,6.8732085000000005,2.8732085000000005
16908,EKVX+125973+755986,37.0,34.121829999999996,2.8781700000000043
8852,SW-620+3053+713563,89.0,91.87912,2.8791200000000003
16468,A549/ATCC+218321+713563,14.0,11.120042,2.8799580000000002
2075,T-47D+119875+409962,23.0,25.880854,2.8808539999999994
26790,ACHN+719276+608210,47.0,49.88669,2.8866900000000015
26072,A498+24559+102816,1.0,3.8911872000000005,2.8911872000000005
8064,HT29+755+715055,7.0,9.898793,2.8987929999999995
12693,MALME-3M+25154+18509,14.0,11.096557,2.9034429999999993
11011,MOLT-4+750+745750,6.0,8.903905,2.903905
19324,NCI-H23+750+38721,11.0,8.090614,2.9093859999999996
19937,NCI-H460+119875+9706,39.0,41.911266,2.9112659999999977
6990,HCT-116+743414+608210,36.0,38.91883,2.91883
6103,HCC-2998+102816+719345,7.0,4.0730889999999995,2.9269110000000005
22202,OVCAR-4+67574+719627,13.0,10.053221,2.9467789999999994
28039,SN12C+24559+63878,15.0,17.947257999999998,2.947257999999998
3860,SF-539+67574+82151,47.0,49.956036,2.9560359999999974
27408,CAKI-1+77213+279836,61.0,63.956753000000006,2.956753000000006
2459,T-47D+721517+753082,50.0,52.975464,2.9754640000000023
12377,LOX IMVI+71423+279836,33.0,35.9927,2.9926999999999992
24952,PC-3+92859+719627,15.0,12.00469,2.99531
16528,A549/ATCC+266046+762,37.0,39.996933,2.9969329999999985
26088,A498+25154+715055,42.0,39.0008,2.999200000000002
29858,SNB-75+749226+760766,18.0,21.002993,3.002993
10701,MOLT-4+14229+27640,8.0,11.004742,3.0047420000000002
19170,NCI-H23+606869+241240,4.0,7.005967,3.005967
10315,K-562+266046+754143,14.0,10.989531,3.0104690000000005
2252,T-47D+279836+757441,4.0,0.9891441999999999,3.0108558
2086,T-47D+122758+757441,9.0,12.011573,3.0115730000000003
19050,NCI-H23+26271+122819,36.0,32.98165,3.018349999999998
29821,M14+747974+757441,14.0,17.026878,3.026878
22912,OVCAR-8+122758+45388,1.0,-2.0385976,3.0385976
20511,NCI-H522+226080+82151,21.0,17.933523,3.066476999999999
16998,EKVX+266046+63878,8.0,11.075095,3.0750949999999992
28450,TK-10+123127+743414,12.0,15.081577,3.0815769999999993
29822,NCI-H23+747974+757441,12.5,15.582385,3.0823850000000004
28435,TK-10+119875+105014,8.0,11.091369,3.0913690000000003
4625,SNB-75+119875+737754,2.0,5.0933722999999995,3.0933722999999995
11209,RPMI-8226+218321+743414,47.0,50.093647,3.093646999999997
23207,OVCAR-8+681239+24559,2.0,5.0955075999999995,3.0955075999999995
28766,TK-10+719345+761432,31.0,34.097813,3.097813000000002
9118,SW-620+755+122819,14.0,17.099894,3.099893999999999
27572,RXF 393+24559+125973,92.0,95.10664,3.1066399999999987
28237,SN12C+701852+67574,1.0,-2.1076088,3.1076088
10523,K-562+747599+169780,1.0,-2.1188238,3.1188238
13759,SK-MEL-2+66847+141540,15.0,18.120134,3.120134
21220,IGROV1+673596+757441,2.0,5.1264449999999995,3.1264449999999995
2260,T-47D+296961+9706,86.0,82.86399,3.136009999999999
53,MCF7+125066+763371,2.0,5.1452765,3.1452764999999996
5090,U251+119875+122758,66.0,62.83878299999999,3.1612170000000077
12831,MALME-3M+66847+246131,16.0,12.8278265,3.1721734999999995
28141,SN12C+409962+761432,68.0,64.815834,3.1841660000000047
1633,BT-549+169780+760766,11.0,14.185328,3.185328
20422,NCI-H522+123127+138783,18.0,14.810545000000001,3.189454999999999
26241,A498+67574+737754,24.0,27.198040000000002,3.1980400000000024
29832,NCI-H23+747974+761432,116.0,119.19945,3.199449999999999
19674,NCI-H322M+609699+754143,53.0,56.20496,3.20496
11048,MOLT-4+762+122819,114.0,110.792984,3.207015999999996
1206,HS 578T+266046+226080,14.0,17.215385,3.2153850000000013
9268,CCRF-CEM+18509+762,23.0,19.765461,3.2345390000000016
17472,HOP-62+25154+608210,10.0,6.7651935,3.2348065000000004
27749,RXF 393+686673+79037,54.0,50.758140000000004,3.2418599999999955
21267,IGROV1+71423+279836,8.0,11.249353999999999,3.2493539999999985
23301,OVCAR-8+743414+279836,88.0,91.25062,3.250619999999998
18160,HOP-92+628503+45388,10.0,6.7428465,3.2571535000000003
2055,T-47D+102816+34462,5.0,1.7217581999999998,3.2782418
2194,T-47D+25154+673596,4.0,7.2836647,3.2836647
17554,HOP-62+362856+141540,1.0,-2.2898986,3.2898986
2363,T-47D+66847+753082,23.0,26.295316999999997,3.295316999999997
14316,SK-MEL-28+754143+169780,3.0,6.3014708,3.3014707999999997
16262,MDA-MB-435+747599+753082,15.0,18.303380999999998,3.303380999999998
9838,HL-60(TB)+26980+122819,75.0,71.688156,3.3118439999999936
18881,NCI-H226+762+754143,26.0,29.31253,3.312529999999999
25618,786-0+26980+34462,17.0,20.313498000000003,3.3134980000000027
16795,A549/ATCC+754230+701852,1.0,-2.3183117,3.3183117
1750,BT-549+32065+169780,39.0,35.68049,3.319510000000001
8757,SW-620+24559+715055,111.0,114.31966000000001,3.319660000000013
28132,SN12C+38721+279836,12.0,15.360567000000001,3.3605670000000014
3436,SF-295+719276+79037,43.0,39.638706,3.361294000000001
4565,SNB-19+85998+34462,18.0,14.628685999999998,3.3713140000000017
14943,UACC-257+1390+747972,1.0,-2.3722887000000004,3.3722887000000004
29783,BT-549+737754+760766,25.0,28.374840000000003,3.3748400000000025
10564,K-562+754143+34462,9.0,5.62082,3.37918
7373,HCT-15+49842+747974,88.0,91.38546,3.385459999999995
26694,ACHN+606869+747974,8.0,4.61338,3.3866199999999997
24746,PC-3+673596+715055,62.0,65.38703000000001,3.38703000000001
28605,TK-10+296961+673596,8.0,11.388345,3.3883449999999993
10517,K-562+743414+749226,42.0,38.610813,3.3891869999999997
10838,MOLT-4+409962+755,28.0,24.609015,3.3909850000000006
9222,CCRF-CEM+125973+755986,7.0,3.6073527000000003,3.3926472999999997
6224,HCC-2998+24559+122758,13.0,16.403246,3.4032459999999993
11152,RPMI-8226+127716+756645,5.0,8.406037,3.4060369999999995
29318,UO-31+750690+279836,12.0,15.412370999999998,3.4123709999999985
528,MDA-MB-231+118218+79037,2.0,5.4125065999999995,3.4125065999999995
9840,HL-60(TB)+26980+32065,16.0,19.413232999999998,3.413232999999998
9530,CCRF-CEM+719627+71423,12.0,8.574986,3.425013999999999
26807,ACHN+719627+82151,66.0,69.433525,3.433525000000003
20178,NCI-H460+628503+715055,190.0,186.56273000000002,3.437269999999984
13809,SK-MEL-2+719627+82151,4.0,0.55975044,3.44024956
29901,OVCAR-5+755986+757441,7.0,10.459748,3.4597479999999994
7642,HT29+109724+747972,7.0,10.464795,3.4647950000000005
13502,M14+752+82151,6.0,9.465725,3.465725000000001
20275,NCI-H460+743414+698037,9.0,5.5210276,3.4789724
12135,LOX IMVI+138783+82151,32.0,28.51923,3.4807699999999997
13436,M14+719627+755986,24.0,20.517965,3.4820349999999998
20152,NCI-H460+49842+753082,104.0,100.5163,3.483699999999999
7548,HCT-15+747973+733504,14.0,17.484045000000002,3.484045000000002
2875,SF-268+609699+762,19.0,22.48637,3.486370000000001
1037,MDA-MB-231+9706+754143,40.0,43.519306,3.5193060000000003
10697,MOLT-4+1390+82151,3.0,-0.52113926,3.52113926
16728,A549/ATCC+732517+19893,9.0,12.523465,3.523465
26129,A498+26980+713563,10.0,13.525789999999999,3.525789999999999
15850,UACC-62+77213+719344,6.0,9.530631,3.5306309999999996
10470,K-562+718781+79037,37.0,33.45117,3.5488300000000024
7867,HT29+49842+737754,15.0,18.550318,3.5503180000000008
11712,SR+256942+79037,8.0,11.553473,3.5534730000000003
1786,BT-549+409962+606869,2.0,-1.5588655,3.5588655
26994,CAKI-1+123127+122758,18.0,14.434524,3.5654760000000003
25185,DU-145+409962+761432,97.0,100.56851999999999,3.5685199999999924
24547,PC-3+24559+721517,4.0,0.40053403,3.59946597
3944,SF-539+732517+13875,3.0,6.607450500000001,3.6074505000000006
2683,SF-268+1390+755,11.0,7.389346000000001,3.6106539999999994
25725,786-0+66847+19893,18.0,21.612621,3.6126210000000007
28862,TK-10+77213+715055,11.0,14.613635999999998,3.613635999999998
2006,BT-549+762+279836,14.0,17.627756,3.6277560000000015
4709,SNB-75+241240+279836,5.0,1.3637143,3.6362857
28228,SN12C+686673+3088,12.0,8.346829,3.6531710000000004
23809,SK-OV-3+747599+760766,10.0,13.6609535,3.6609534999999997
27104,CAKI-1+256439+77213,4.0,7.662385499999999,3.662385499999999
9893,HL-60(TB)+409962+105014,8.0,11.680067999999999,3.6800679999999986
27730,RXF 393+67574+122819,32.0,35.687164,3.6871640000000028
23777,SK-OV-3+721517+45388,15.0,11.300958,3.6990420000000004
17861,HOP-92+105014+122819,15.0,18.703472,3.7034720000000014
13493,M14+750690+279836,48.0,44.28285,3.7171499999999966
25067,DU-145+226080+713563,21.0,24.721386,3.721385999999999
23158,OVCAR-8+606869+760766,30.0,33.73843,3.738430000000001
9225,CCRF-CEM+127716+138783,2.0,5.747386,3.7473859999999997
5081,U251+109724+141540,27.0,23.239462,3.7605380000000004
29983,ACHN+760766+761432,35.0,38.762879999999996,3.7628799999999956
10896,MOLT-4+67574+8806,24.0,27.78368,3.7836800000000004
20489,NCI-H522+18509+763371,6.0,9.78882,3.7888199999999994
10400,K-562+609699+732517,118.0,121.79191999999999,3.7919199999999904
7971,HT29+719276+754143,32.0,28.203867,3.796133000000001
20571,NCI-H522+266046+71423,4.0,7.810300999999999,3.810300999999999
4890,SNB-75+686673+715055,17.0,20.814518,3.8145179999999996
2913,SF-268+681239+32065,5.0,1.1828395,3.8171605
20046,NCI-H460+256439+732517,30.0,26.182126999999998,3.8178730000000023
5989,COLO 205+747599+122819,32.0,28.178805999999998,3.821194000000002
25532,786-0+138783+761432,45.0,48.834087,3.8340869999999967
5820,COLO 205+45388+9706,8.0,11.844128,3.8441279999999995
5983,COLO 205+745750+279836,103.0,99.15191999999999,3.84808000000001
2999,SF-268+747599+24559,24.0,20.128819,3.871181
6538,HCC-2998+750+755,5.0,1.1282711,3.8717289
8826,SW-620+26980+246131,4.0,0.12698963,3.87301037
5770,COLO 205+3053+34462,11.0,7.1192720000000005,3.8807279999999995
4833,SNB-75+608210+761432,5.0,8.886692,3.886692
21000,IGROV1+180973+763371,8.0,4.109903,3.890097
10700,MOLT-4+14229+102816,12.0,15.892814000000001,3.8928140000000013
10052,HL-60(TB)+733504+715055,38.0,34.104786,3.895214000000003
18223,HOP-92+719276+34462,16.0,12.096041,3.9039590000000004
8643,SW-620+119875+226080,7.0,10.905955,3.9059550000000005
18075,HOP-92+3053+8806,26.0,29.910871999999998,3.9108719999999977
1892,BT-549+718781+757441,25.0,28.914559999999998,3.914559999999998
16418,A549/ATCC+125973+122819,5.0,1.0811381000000002,3.9188618999999996
7639,HT29+109724+698037,10.0,6.07798,3.92202
27162,CAKI-1+32065+24559,9.0,5.068157,3.9318429999999998
9177,CCRF-CEM+102816+79037,72.0,75.93213,3.932130000000001
9537,CCRF-CEM+732517+169780,14.0,17.93754,3.9375399999999985
28509,TK-10+18509+673596,9.0,5.042699,3.957301
13637,SK-MEL-2+18509+715055,3.0,6.9645147,3.9645146999999996
12814,MALME-3M+613327+713563,54.0,50.035378,3.9646219999999985
2319,T-47D+45923+180973,2.0,-1.9699608,3.9699608
25621,786-0+26980+750,1.0,4.9699707,3.9699707
2169,T-47D+226080+24559,1.0,-2.9801655,3.9801655
6736,HCT-116+246131+8806,3.0,-0.9894358,3.9894358
2946,SF-268+712807+713563,66.0,69.99517,3.9951700000000017
7601,HCT-15+77213+82151,43.0,47.000717,4.000717000000002
3655,SF-539+14229+608210,33.0,37.00478,4.004779999999997
6118,HCC-2998+118218+761432,7.0,11.020831,4.020830999999999
2761,SF-268+256942+747973,15.0,10.970511,4.029489
18205,HOP-92+712807+279836,62.0,66.04453000000001,4.044530000000009
8989,SW-620+686673+608210,14.0,9.953683,4.046317
18177,HOP-92+673596+715055,57.0,52.951366,4.048634
14253,SK-MEL-28+732517+82151,77.0,72.95066,4.049340000000001
16474,A549/ATCC+241240+747972,16.0,11.945319,4.054681
15991,MDA-MB-435+246131+123127,39.0,43.063946,4.063946000000001
11707,SR+256942+737754,110.0,114.06705500000001,4.0670550000000105
4159,SNB-19+180973+141540,7.0,2.9291343999999997,4.0708656
8628,SW-620+109724+34462,7.0,11.072598,4.072597999999999
11550,RPMI-8226+82151+749226,47.0,51.083529999999996,4.083529999999996
4135,SNB-19+127716+761432,8.0,3.9099784,4.0900216
24272,NCI/ADR-RES+715055+749226,5.0,0.9015771,4.0984229
25879,786-0+752+737754,12.0,16.099367,4.099367000000001
387,MCF7+732517+122819,28.0,32.100136,4.100135999999999
4921,SNB-75+718781+82151,36.0,40.10918,4.109180000000002
4984,SNB-75+747971+761432,62.0,57.88714,4.112859999999998
